decode_id,participant,session,action_start_time_s,action_end_time_s,time_in_action_s,data_received_time_s,new_chunk_shape,data_shape,preprocess_time_ms,decode_time_ms,total_pipeline_time_ms,decode_result,confidence,should_stim,stim_submit_ok,command_sent,command_content,stim_error
109,121958,001,55.026235,65.033646,3.902667,58.795611,"(128, 200)","(128, 10000)",35.722,90.148,125.87,0,0.9996336026888228,1,1,1,stim_target_0_500ms,
110,121958,001,55.026235,65.033646,4.136217,59.029015,"(128, 128)","(128, 10000)",31.15,91.679,122.829,0,0.9998615100317501,1,0,0,stim_target_0_500ms,stim_is_busy
111,121958,001,55.026235,65.033646,4.353045,59.245809,"(128, 200)","(128, 10000)",31.953,88.603,120.556,0,0.9996597075931367,1,0,0,stim_target_0_500ms,stim_is_busy
112,121958,001,55.026235,65.033646,4.569934,59.462701,"(128, 200)","(128, 10000)",31.295,91.428,122.723,0,0.9997831852638008,1,0,0,stim_target_0_500ms,stim_is_busy
113,121958,001,55.026235,65.033646,4.786744,59.679458,"(128, 200)","(128, 10000)",32.088,88.69,120.778,0,0.9998410817394654,1,0,0,stim_target_0_500ms,stim_is_busy
114,121958,001,55.026235,65.033646,4.987951,59.879758,"(128, 200)","(128, 10000)",34.467,90.634,125.101,0,0.9996356705962848,1,1,1,stim_target_0_500ms,
115,121958,001,55.026235,65.033646,5.187332,60.079909,"(128, 200)","(128, 10000)",33.222,91.086,124.308,0,0.9997361605069786,1,0,0,stim_target_0_500ms,stim_is_busy
116,121958,001,55.026235,65.033646,5.388025,60.280242,"(128, 200)","(128, 10000)",33.063,93.858,126.921,0,0.9997171408125585,1,0,0,stim_target_0_500ms,stim_is_busy
117,121958,001,55.026235,65.033646,5.603992,60.496944,"(128, 128)","(128, 10000)",31.057,94.558,125.615,0,0.9996572527616746,1,0,0,stim_target_0_500ms,stim_is_busy
118,121958,001,55.026235,65.033646,5.820893,60.713669,"(128, 200)","(128, 10000)",32.643,91.485,124.128,0,0.9997591916373066,1,0,0,stim_target_0_500ms,stim_is_busy
119,121958,001,55.026235,65.033646,6.037903,60.930451,"(128, 200)","(128, 10000)",32.438,96.125,128.563,0,0.9995273095181499,1,1,1,stim_target_0_500ms,
120,121958,001,55.026235,65.033646,6.237762,61.130632,"(128, 128)","(128, 10000)",31.665,91.057,122.722,0,0.9993610631469846,1,0,0,stim_target_0_500ms,stim_is_busy
121,121958,001,55.026235,65.033646,6.437935,61.330759,"(128, 128)","(128, 10000)",31.311,92.747,124.058,0,0.9993955191633535,1,0,0,stim_target_0_500ms,stim_is_busy
122,121958,001,55.026235,65.033646,6.655088,61.547601,"(128, 200)","(128, 10000)",33.55,97.254,130.804,0,0.9995069554788322,1,0,0,stim_target_0_500ms,stim_is_busy
123,121958,001,55.026235,65.033646,6.855162,61.747778,"(128, 200)","(128, 10000)",33.467,91.21,124.677,0,0.9995402363280024,1,0,0,stim_target_0_500ms,stim_is_busy
124,121958,001,55.026235,65.033646,7.056769,61.947927,"(128, 128)","(128, 10000)",31.634,89.885,121.519,0,0.9997390129690434,1,1,1,stim_target_0_500ms,
125,121958,001,55.026235,65.033646,7.27192,62.164669,"(128, 128)","(128, 10000)",31.129,93.04,124.169,0,0.9997668510353347,1,0,0,stim_target_0_500ms,stim_is_busy
126,121958,001,55.026235,65.033646,7.488794,62.381607,"(128, 200)","(128, 10000)",32.798,90.982,123.78,0,0.9997478237767855,1,0,0,stim_target_0_500ms,stim_is_busy
127,121958,001,55.026235,65.033646,7.70562,62.598434,"(128, 200)","(128, 10000)",32.214,94.114,126.328,0,0.9997166891108631,1,0,0,stim_target_0_500ms,stim_is_busy
128,121958,001,55.026235,65.033646,7.90576,62.798885,"(128, 128)","(128, 10000)",30.992,93.523,124.515,0,0.9998294425285179,1,0,0,stim_target_0_500ms,stim_is_busy
129,121958,001,55.026235,65.033646,8.139303,63.032106,"(128, 200)","(128, 10000)",32.309,88.106,120.415,0,0.9998684332185556,1,1,1,stim_target_0_500ms,
130,121958,001,55.026235,65.033646,8.35604,63.24911,"(128, 200)","(128, 10000)",30.401,93.826,124.227,0,0.9998241592697944,1,0,0,stim_target_0_500ms,stim_is_busy
131,121958,001,55.026235,65.033646,8.572917,63.465739,"(128, 200)","(128, 10000)",31.147,90.877,122.024,0,0.9997459264211133,1,0,0,stim_target_0_500ms,stim_is_busy
132,121958,001,55.026235,65.033646,8.789767,63.682615,"(128, 200)","(128, 10000)",30.134,92.667,122.801,0,0.9997525490490752,1,0,0,stim_target_0_500ms,stim_is_busy
133,121958,001,55.026235,65.033646,9.006631,63.899476,"(128, 128)","(128, 10000)",32.632,94.76,127.392,0,0.9995911706649054,1,0,0,stim_target_0_500ms,stim_is_busy
134,121958,001,55.026235,65.033646,9.206735,64.099562,"(128, 200)","(128, 10000)",32.663,91.657,124.32,0,0.999658517429911,1,1,1,stim_target_0_500ms,
135,121958,001,55.026235,65.033646,9.406874,64.299737,"(128, 200)","(128, 10000)",33.559,91.0,124.559,0,0.999700555042561,1,0,0,stim_target_0_500ms,stim_is_busy
136,121958,001,55.026235,65.033646,9.607052,64.499941,"(128, 200)","(128, 10000)",32.267,96.089,128.356,0,0.9993412199417621,1,0,0,stim_target_0_500ms,stim_is_busy
137,121958,001,55.026235,65.033646,9.809287,64.700059,"(128, 128)","(128, 10000)",33.794,92.888,126.682,0,0.9992213934201679,1,0,0,stim_target_0_500ms,stim_is_busy
