decode_id,participant,session,action_start_time_s,action_end_time_s,time_in_action_s,data_received_time_s,new_chunk_shape,data_shape,preprocess_time_ms,decode_time_ms,total_pipeline_time_ms,decode_result,confidence,should_stim,stim_submit_ok,command_sent,command_content,stim_error
149,121958,001,79.044888,89.051991,2.668182,81.579589,"(128, 200)","(128, 10000)",32.716,89.289,122.005,0,0.9999624296211497,1,1,1,stim_target_0_500ms,
150,121958,001,79.044888,89.051991,2.868333,81.779718,"(128, 200)","(128, 10000)",32.473,93.601,126.074,0,0.9999645759150794,1,0,0,stim_target_0_500ms,stim_is_busy
151,121958,001,79.044888,89.051991,3.085732,81.996562,"(128, 200)","(128, 10000)",31.941,92.388,124.329,0,0.9999508129044408,1,0,0,stim_target_0_500ms,stim_is_busy
152,121958,001,79.044888,89.051991,3.285279,82.19667,"(128, 128)","(128, 10000)",30.711,94.308,125.019,0,0.999962702247687,1,0,0,stim_target_0_500ms,stim_is_busy
153,121958,001,79.044888,89.051991,3.485439,82.396925,"(128, 128)","(128, 10000)",32.87,94.121,126.991,0,0.9999613606357901,1,0,0,stim_target_0_500ms,stim_is_busy
154,121958,001,79.044888,89.051991,3.702246,82.613714,"(128, 200)","(128, 10000)",31.576,95.727,127.303,0,0.9999653489743223,1,0,0,stim_target_0_500ms,stim_is_busy
155,121958,001,79.044888,89.051991,3.902354,82.813906,"(128, 200)","(128, 10000)",31.959,91.871,123.83,0,0.9999728183302545,1,0,0,stim_target_0_500ms,stim_is_busy
156,121958,001,79.044888,89.051991,4.103242,83.013984,"(128, 200)","(128, 10000)",31.482,91.88,123.362,0,0.9999536223239976,1,0,0,stim_target_0_500ms,stim_is_busy
157,121958,001,79.044888,89.051991,4.319417,83.230677,"(128, 128)","(128, 10000)",30.994,89.832,120.826,0,0.9999382950551907,1,0,0,stim_target_0_500ms,stim_is_busy
158,121958,001,79.044888,89.051991,4.536205,83.447653,"(128, 200)","(128, 10000)",35.104,90.789,125.893,0,0.9999470255115701,1,0,0,stim_target_0_500ms,stim_is_busy
159,121958,001,79.044888,89.051991,4.736399,83.647756,"(128, 200)","(128, 10000)",33.959,92.304,126.263,0,0.999904067343975,1,1,1,stim_target_0_500ms,
160,121958,001,79.044888,89.051991,4.937652,83.848141,"(128, 128)","(128, 10000)",32.129,93.626,125.755,0,0.9998966903064691,1,0,0,stim_target_0_500ms,stim_is_busy
161,121958,001,79.044888,89.051991,5.153319,84.065413,"(128, 128)","(128, 10000)",33.952,92.91,126.862,0,0.9999262167229007,1,0,0,stim_target_0_500ms,stim_is_busy
162,121958,001,79.044888,89.051991,5.386828,84.298384,"(128, 200)","(128, 10000)",32.874,88.713,121.587,0,0.9998527658298173,1,0,0,stim_target_0_500ms,stim_is_busy
163,121958,001,79.044888,89.051991,5.587038,84.498542,"(128, 128)","(128, 10000)",34.199,94.882,129.081,0,0.9998579240976125,1,0,0,stim_target_0_500ms,stim_is_busy
164,121958,001,79.044888,89.051991,5.803845,84.715323,"(128, 200)","(128, 10000)",33.573,92.824,126.397,0,0.9997229504632628,1,1,1,stim_target_0_500ms,
165,121958,001,79.044888,89.051991,6.004077,84.915458,"(128, 200)","(128, 10000)",34.498,90.518,125.016,0,0.9994480129632379,1,0,0,stim_target_0_500ms,stim_is_busy
166,121958,001,79.044888,89.051991,6.220865,85.132293,"(128, 200)","(128, 10000)",35.815,90.087,125.902,0,0.9995970021997197,1,0,0,stim_target_0_500ms,stim_is_busy
167,121958,001,79.044888,89.051991,6.437725,85.349126,"(128, 128)","(128, 10000)",32.97,90.559,123.529,0,0.9995917902342601,1,0,0,stim_target_0_500ms,stim_is_busy
168,121958,001,79.044888,89.051991,6.65452,85.56604,"(128, 200)","(128, 10000)",36.023,93.289,129.312,0,0.9996202452168966,1,0,0,stim_target_0_500ms,stim_is_busy
169,121958,001,79.044888,89.051991,6.871391,85.78286,"(128, 200)","(128, 10000)",30.655,95.261,125.916,0,0.9997140595025248,1,1,1,stim_target_0_500ms,
170,121958,001,79.044888,89.051991,7.072141,85.983074,"(128, 128)","(128, 10000)",34.895,93.576,128.471,0,0.9997036120152482,1,0,0,stim_target_0_500ms,stim_is_busy
171,121958,001,79.044888,89.051991,7.288739,86.199862,"(128, 200)","(128, 10000)",35.593,88.677,124.27,0,0.9997879852287679,1,0,0,stim_target_0_500ms,stim_is_busy
172,121958,001,79.044888,89.051991,7.505027,86.416584,"(128, 200)","(128, 10000)",31.049,92.696,123.745,0,0.9997768586251313,1,0,0,stim_target_0_500ms,stim_is_busy
173,121958,001,79.044888,89.051991,7.705275,86.61681,"(128, 128)","(128, 10000)",31.381,94.343,125.724,0,0.9996722392243881,1,0,0,stim_target_0_500ms,stim_is_busy
174,121958,001,79.044888,89.051991,7.905431,86.816864,"(128, 128)","(128, 10000)",31.297,90.181,121.478,0,0.9998353234048505,1,1,1,stim_target_0_500ms,
175,121958,001,79.044888,89.051991,8.122256,87.03383,"(128, 200)","(128, 10000)",32.71,94.144,126.854,0,0.9996483969067589,1,0,0,stim_target_0_500ms,stim_is_busy
176,121958,001,79.044888,89.051991,8.322403,87.234138,"(128, 200)","(128, 10000)",30.918,90.443,121.361,0,0.9996734646263679,1,0,0,stim_target_0_500ms,stim_is_busy
177,121958,001,79.044888,89.051991,8.539239,87.450688,"(128, 128)","(128, 10000)",31.073,97.158,128.231,0,0.9997192200971197,1,0,0,stim_target_0_500ms,stim_is_busy
178,121958,001,79.044888,89.051991,8.739412,87.650913,"(128, 128)","(128, 10000)",33.334,95.722,129.056,0,0.9996287345670236,1,0,0,stim_target_0_500ms,stim_is_busy
179,121958,001,79.044888,89.051991,8.93963,87.851018,"(128, 128)","(128, 10000)",32.449,90.119,122.568,0,0.9995657877725903,1,1,1,stim_target_0_500ms,
180,121958,001,79.044888,89.051991,9.156388,88.067915,"(128, 200)","(128, 10000)",31.643,95.943,127.586,0,0.9995772386186498,1,0,0,stim_target_0_500ms,stim_is_busy
181,121958,001,79.044888,89.051991,9.357375,88.268031,"(128, 128)","(128, 10000)",31.617,92.544,124.161,0,0.9992886022194514,1,0,0,stim_target_0_500ms,stim_is_busy
182,121958,001,79.044888,89.051991,9.573401,88.484857,"(128, 128)","(128, 10000)",33.735,93.209,126.944,0,0.99929515065566,1,0,0,stim_target_0_500ms,stim_is_busy
183,121958,001,79.044888,89.051991,9.773514,88.685186,"(128, 200)","(128, 10000)",31.893,95.126,127.019,0,0.9992395073938786,1,0,0,stim_target_0_500ms,stim_is_busy
184,121958,001,79.044888,89.051991,9.992121,88.901781,"(128, 200)","(128, 10000)",32.436,93.907,126.343,0,0.999194557162469,1,1,0,stim_target_0_500ms,
