decode_id,participant,session,action_start_time_s,action_end_time_s,time_in_action_s,data_received_time_s,new_chunk_shape,data_shape,preprocess_time_ms,decode_time_ms,total_pipeline_time_ms,decode_result,confidence,should_stim,stim_submit_ok,command_sent,command_content,stim_error
27,121958,001,14.027081,24.002869,5.822028,19.715727,"(128, 200)","(128, 10000)",32.636,89.403,122.039,0,0.9999360458643329,1,1,1,stim_target_0_500ms,
28,121958,001,14.027081,24.002869,6.038861,19.932525,"(128, 200)","(128, 10000)",31.063,91.867,122.93,0,0.9998685024501534,1,0,0,stim_target_0_500ms,stim_is_busy
29,121958,001,14.027081,24.002869,6.255647,20.149328,"(128, 200)","(128, 10000)",34.495,87.661,122.156,0,0.999862602430152,1,0,0,stim_target_0_500ms,stim_is_busy
30,121958,001,14.027081,24.002869,6.455848,20.349523,"(128, 128)","(128, 10000)",31.164,89.987,121.151,0,0.9998914713243968,1,0,0,stim_target_0_500ms,stim_is_busy
31,121958,001,14.027081,24.002869,6.656031,20.549872,"(128, 128)","(128, 10000)",28.972,89.748,118.72,0,0.9998235795202282,1,0,0,stim_target_0_500ms,stim_is_busy
32,121958,001,14.027081,24.002869,6.889724,20.783155,"(128, 200)","(128, 10000)",32.811,88.974,121.785,0,0.9999087592404765,1,1,1,stim_target_0_500ms,
33,121958,001,14.027081,24.002869,7.089654,20.983409,"(128, 200)","(128, 10000)",31.036,94.297,125.333,0,0.9998783855126977,1,0,0,stim_target_0_500ms,stim_is_busy
34,121958,001,14.027081,24.002869,7.290303,21.183451,"(128, 128)","(128, 10000)",34.916,87.581,122.497,0,0.9998660701675512,1,0,0,stim_target_0_500ms,stim_is_busy
35,121958,001,14.027081,24.002869,7.49118,21.386511,"(128, 128)","(128, 10000)",29.29,89.875,119.165,0,0.9998945250585188,1,0,0,stim_target_0_500ms,stim_is_busy
36,121958,001,14.027081,24.002869,7.723592,21.617167,"(128, 200)","(128, 10000)",32.377,87.424,119.801,0,0.9997665456735388,1,0,0,stim_target_0_500ms,stim_is_busy
37,121958,001,14.027081,24.002869,7.940366,21.833981,"(128, 200)","(128, 10000)",32.692,90.082,122.774,0,0.9997843427876013,1,1,1,stim_target_0_500ms,
38,121958,001,14.027081,24.002869,8.14046,22.034228,"(128, 128)","(128, 10000)",32.791,88.084,120.875,0,0.9996808272022312,1,0,0,stim_target_0_500ms,stim_is_busy
39,121958,001,14.027081,24.002869,8.373929,22.267688,"(128, 200)","(128, 10000)",32.185,85.426,117.611,0,0.9997810587097362,1,0,0,stim_target_0_500ms,stim_is_busy
40,121958,001,14.027081,24.002869,8.574245,22.467795,"(128, 128)","(128, 10000)",30.949,92.969,123.918,0,0.9998159966803134,1,0,0,stim_target_0_500ms,stim_is_busy
41,121958,001,14.027081,24.002869,8.791013,22.684632,"(128, 200)","(128, 10000)",31.569,92.259,123.828,0,0.9997082666593587,1,0,0,stim_target_0_500ms,stim_is_busy
42,121958,001,14.027081,24.002869,9.007807,22.901431,"(128, 200)","(128, 10000)",30.297,88.548,118.845,0,0.9998286279226932,1,1,1,stim_target_0_500ms,
43,121958,001,14.027081,24.002869,9.207913,23.101651,"(128, 128)","(128, 10000)",32.968,85.31,118.278,0,0.9997500997102047,1,0,0,stim_target_0_500ms,stim_is_busy
44,121958,001,14.027081,24.002869,9.408171,23.301741,"(128, 128)","(128, 10000)",30.355,90.643,120.998,0,0.9995733172954955,1,0,0,stim_target_0_500ms,stim_is_busy
45,121958,001,14.027081,24.002869,9.608428,23.502015,"(128, 128)","(128, 10000)",29.681,87.272,116.953,0,0.9995520399069289,1,0,0,stim_target_0_500ms,stim_is_busy
46,121958,001,14.027081,24.002869,9.808443,23.702066,"(128, 128)","(128, 10000)",32.204,89.507,121.711,0,0.9996713690883261,1,0,0,stim_target_0_500ms,stim_is_busy
